49152
-1.485366666666667e-01	8.145666666666666e-02	7.660333333333333e-02
-1.498400000000000e-01	8.039333333333333e-02	7.649333333333332e-02
-1.481066666666666e-01	7.889666666666667e-02	7.759666666666666e-02
-1.494300000000000e-01	7.781333333333335e-02	7.728000000000000e-02
-1.477133333333333e-01	7.632000000000000e-02	7.840333333333332e-02
-1.490700000000000e-01	7.527333333333334e-02	7.821666666666667e-02
-1.473133333333333e-01	7.372666666666666e-02	7.921333333333334e-02
-1.486166666666667e-01	7.262666666666667e-02	7.889000000000000e-02
-1.468366666666667e-01	7.111666666666666e-02	7.983666666666667e-02
-1.482233333333333e-01	7.014333333333334e-02	7.973333333333332e-02
-1.464800000000000e-01	6.871333333333333e-02	8.075666666666666e-02
-1.478633333333333e-01	6.772000000000000e-02	8.061666666666667e-02
-1.461000000000000e-01	6.626666666666667e-02	8.158333333333334e-02
-1.474400000000000e-01	6.523000000000000e-02	8.132666666666667e-02
-1.457566666666667e-01	6.374666666666666e-02	8.232666666666667e-02
-1.470833333333333e-01	6.269666666666666e-02	8.203666666666666e-02
-1.454666666666667e-01	6.118666666666667e-02	8.314000000000001e-02
-1.468500000000000e-01	6.017333333333334e-02	8.301333333333333e-02
-1.452866666666667e-01	5.862666666666667e-02	8.409999999999999e-02
-1.466933333333333e-01	5.762000000000000e-02	8.396333333333333e-02
-1.450066666666667e-01	5.599666666666667e-02	8.470333333333334e-02
-1.463266666666667e-01	5.492333333333333e-02	8.434000000000001e-02
-1.445533333333333e-01	5.323333333333333e-02	8.479333333333335e-02
-1.458466666666667e-01	5.213000000000000e-02	8.437000000000000e-02
-1.441366666666667e-01	5.054666666666666e-02	8.503333333333334e-02
-1.454500000000000e-01	4.954333333333334e-02	8.471666666666666e-02
-1.438433333333334e-01	4.808333333333333e-02	8.567666666666666e-02
-1.451300000000000e-01	4.707999999999999e-02	8.524000000000000e-02
-1.435466666666667e-01	4.560666666666666e-02	8.624666666666665e-02
-1.448000000000000e-01	4.461000000000000e-02	8.570000000000000e-02
-1.432366666666667e-01	4.307666666666666e-02	8.660333333333332e-02
-1.444966666666667e-01	4.211333333333334e-02	8.608000000000000e-02
-1.428700000000000e-01	4.049000000000000e-02	8.692333333333335e-02
-1.441133333333333e-01	3.956000000000000e-02	8.646333333333334e-02
-1.438533333333334e-01	3.785333333333334e-02	8.657666666666668e-02
-1.423500000000000e-01	3.702000000000000e-02	8.730666666666666e-02
-1.435166666666667e-01	3.527333333333333e-02	8.689333333333334e-02
-1.420566666666667e-01	3.441666666666666e-02	8.773666666666667e-02
-1.432000000000000e-01	3.267666666666667e-02	8.724000000000000e-02
-1.417066666666667e-01	3.180333333333333e-02	8.800000000000001e-02
-1.428000000000000e-01	3.002666666666666e-02	8.735666666666668e-02
-1.413400000000000e-01	2.911333333333333e-02	8.818333333333334e-02
-1.424433333333333e-01	2.729333333333333e-02	8.755000000000000e-02
-1.410366666666667e-01	2.638000000000000e-02	8.853000000000000e-02
-1.421466666666666e-01	2.453333333333333e-02	8.793666666666666e-02
-1.407166666666666e-01	2.362666666666667e-02	8.885999999999999e-02
-1.418166666666667e-01	2.176666666666667e-02	8.820666666666666e-02
-1.403500000000000e-01	2.088333333333333e-02	8.905666666666667e-02
-1.414900000000000e-01	1.902000000000000e-02	8.849333333333333e-02
-1.399700000000000e-01	1.816000000000000e-02	8.923333333333333e-02
-1.396733333333333e-01	1.635666666666667e-02	8.922666666666668e-02
-1.409666666666667e-01	1.539333333333333e-02	8.864000000000001e-02
-1.407566666666667e-01	1.356666666666667e-02	8.883000000000001e-02
-1.391966666666667e-01	1.272000000000000e-02	8.947333333333334e-02
-1.389566666666667e-01	1.089666666666667e-02	8.955666666666666e-02
-1.402933333333334e-01	9.920000000000000e-03	8.907000000000000e-02
-1.399966666666667e-01	8.120000000000000e-03	8.906333333333333e-02
-1.384166666666667e-01	7.279999999999999e-03	8.963666666666666e-02
-1.395666666666667e-01	5.426666666666667e-03	8.910333333333333e-02
-1.379833333333333e-01	4.586666666666667e-03	8.966666666666667e-02
-1.391066666666667e-01	2.736666666666666e-03	8.905999999999999e-02
-1.375133333333333e-01	1.896666666666667e-03	8.959666666666667e-02
-1.386233333333333e-01	5.000000000000002e-05	8.895666666666667e-02
-1.370933333333333e-01	-8.333333333333334e-04	8.947666666666666e-02
-1.370066666666667e-01	-2.700000000000000e-03	8.937666666666666e-02
-1.384533333333333e-01	-3.590000000000000e-03	8.872000000000001e-02
-1.371200000000000e-01	-5.363333333333334e-03	8.898666666666666e-02
-1.386866666666667e-01	-6.223333333333333e-03	8.840666666666668e-02
-1.372733333333333e-01	-7.966666666666665e-03	8.848666666666666e-02
-1.388333333333333e-01	-8.826666666666665e-03	8.789666666666668e-02
-1.373366666666667e-01	-1.053333333333333e-02	8.775333333333334e-02
-1.389000000000000e-01	-1.140333333333333e-02	8.717333333333332e-02
-1.374400000000000e-01	-1.310333333333333e-02	8.710000000000000e-02
-1.389900000000000e-01	-1.395666666666667e-02	8.650000000000001e-02
-1.375866666666667e-01	-1.565333333333334e-02	8.654000000000001e-02
-1.391333333333333e-01	-1.650666666666667e-02	8.593000000000001e-02
-1.377766666666667e-01	-1.822000000000000e-02	8.607333333333334e-02
-1.393266666666667e-01	-1.907666666666667e-02	8.547000000000000e-02
-1.379433333333333e-01	-2.077000000000000e-02	8.551666666666667e-02
-1.394033333333334e-01	-2.157666666666667e-02	8.469000000000000e-02
-1.379366666666667e-01	-2.323333333333334e-02	8.455000000000000e-02
-1.393733333333333e-01	-2.403000000000000e-02	8.369666666666666e-02
-1.379600000000000e-01	-2.572666666666667e-02	8.370666666666667e-02
-1.394233333333333e-01	-2.653333333333334e-02	8.291000000000000e-02
-1.380300000000000e-01	-2.825000000000000e-02	8.298333333333334e-02
-1.395066666666667e-01	-2.906333333333333e-02	8.222000000000000e-02
-1.381333333333333e-01	-3.080333333333334e-02	8.235333333333333e-02
-1.396100000000000e-01	-3.161000000000000e-02	8.158333333333334e-02
-1.382033333333333e-01	-3.335333333333334e-02	8.164000000000000e-02
-1.396600000000000e-01	-3.417000000000000e-02	8.082000000000000e-02
-1.397533333333333e-01	-3.594000000000000e-02	8.048333333333334e-02
-1.383300000000000e-01	-3.685333333333333e-02	8.080666666666668e-02
-1.398833333333333e-01	-3.858999999999999e-02	7.996333333333333e-02
-1.384166666666667e-01	-3.947333333333333e-02	8.017000000000001e-02
-1.385100000000000e-01	-4.123333333333334e-02	7.966333333333334e-02
-1.400300000000000e-01	-4.209000000000000e-02	7.901333333333332e-02
-1.400766666666667e-01	-4.377666666666667e-02	7.851333333333334e-02
-1.386000000000000e-01	-4.466666666666667e-02	7.862000000000001e-02
-1.400900000000000e-01	-4.626666666666667e-02	7.771333333333334e-02
-1.385766666666667e-01	-4.712333333333333e-02	7.771000000000000e-02
-1.401866666666667e-01	-4.873666666666667e-02	7.698666666666666e-02
-1.387033333333333e-01	-4.960666666666667e-02	7.706000000000000e-02
-1.403233333333333e-01	-5.123666666666667e-02	7.640000000000001e-02
-1.387833333333333e-01	-5.205333333333334e-02	7.629000000000001e-02
-1.403733333333333e-01	-5.362000000000000e-02	7.544666666666666e-02
-1.388800000000000e-01	-5.441333333333333e-02	7.534000000000000e-02
-1.389600000000000e-01	-5.596000000000000e-02	7.470000000000000e-02
-1.404566666666667e-01	-5.667333333333333e-02	7.396333333333334e-02
-1.405033333333333e-01	-5.821666666666667e-02	7.321666666666667e-02
-1.390933333333333e-01	-5.906999999999999e-02	7.334333333333333e-02
-1.406800000000000e-01	-6.064666666666666e-02	7.242000000000000e-02
-1.393233333333333e-01	-6.157333333333333e-02	7.268000000000001e-02
-1.409633333333333e-01	-6.316666666666666e-02	7.176666666666666e-02
-1.396100000000000e-01	-6.415666666666667e-02	7.208000000000001e-02
-1.412466666666667e-01	-6.569666666666667e-02	7.108666666666667e-02
-1.398333333333333e-01	-6.661666666666667e-02	7.123666666666667e-02
-1.414933333333333e-01	-6.808000000000000e-02	7.015666666666666e-02
-1.400633333333333e-01	-6.898333333333334e-02	7.025666666666668e-02
-1.417600000000000e-01	-7.050333333333332e-02	6.930333333333333e-02
-1.402800000000000e-01	-7.131999999999999e-02	6.921333333333334e-02
-1.419000000000000e-01	-7.273000000000000e-02	6.808666666666667e-02
-1.403566666666667e-01	-7.346000000000001e-02	6.786333333333333e-02
-1.419566666666666e-01	-7.488666666666667e-02	6.683000000000000e-02
-1.404466666666667e-01	-7.571000000000000e-02	6.678666666666667e-02
-1.420666666666667e-01	-7.720333333333333e-02	6.588000000000001e-02
-1.405833333333333e-01	-7.808666666666668e-02	6.592666666666668e-02
-1.421600000000000e-01	-7.948000000000001e-02	6.485333333333333e-02
-1.407266666666667e-01	-8.030666666666667e-02	6.467666666666666e-02
-1.442133333333333e-01	8.207333333333333e-02	7.775000000000000e-02
-1.455100000000000e-01	8.103666666666667e-02	7.786000000000000e-02
-1.437033333333333e-01	7.949333333333333e-02	7.897999999999999e-02
-1.449966666666667e-01	7.841666666666668e-02	7.882666666666667e-02
-1.432466666666667e-01	7.687333333333334e-02	7.981000000000001e-02
-1.446400000000000e-01	7.586000000000000e-02	7.970333333333333e-02
-1.428733333333333e-01	7.430333333333333e-02	8.065333333333334e-02
-1.441900000000000e-01	7.321666666666667e-02	8.034999999999999e-02
-1.423566666666667e-01	7.166000000000000e-02	8.113333333333334e-02
-1.437000000000000e-01	7.066000000000000e-02	8.094333333333334e-02
-1.419033333333333e-01	6.920666666666665e-02	8.184666666666666e-02
-1.432966666666667e-01	6.823333333333334e-02	8.176333333333334e-02
-1.416166666666667e-01	6.677333333333334e-02	8.278000000000001e-02
-1.430366666666667e-01	6.580000000000001e-02	8.273999999999999e-02
-1.414400000000000e-01	6.430333333333334e-02	8.380000000000000e-02
-1.428200000000000e-01	6.328666666666666e-02	8.364333333333335e-02
-1.412100000000000e-01	6.171000000000001e-02	8.458333333333334e-02
-1.425300000000000e-01	6.065999999999999e-02	8.437000000000000e-02
-1.408700000000000e-01	5.906666666666666e-02	8.525666666666666e-02
-1.422433333333333e-01	5.804666666666667e-02	8.511333333333333e-02
-1.405833333333333e-01	5.644000000000000e-02	8.586666666666666e-02
-1.419400000000000e-01	5.539666666666667e-02	8.559333333333334e-02
-1.402700000000000e-01	5.377333333333334e-02	8.626333333333332e-02
-1.415633333333333e-01	5.268333333333333e-02	8.582666666666668e-02
-1.399033333333334e-01	5.110333333333333e-02	8.657666666666668e-02
-1.411833333333333e-01	5.007000000000000e-02	8.620666666666667e-02
-1.395533333333333e-01	4.856000000000000e-02	8.711666666666666e-02
-1.409000000000000e-01	4.757666666666666e-02	8.690333333333333e-02
-1.392933333333334e-01	4.600000000000001e-02	8.769000000000000e-02
-1.406533333333333e-01	4.503333333333333e-02	8.746999999999999e-02
-1.390233333333333e-01	4.337333333333333e-02	8.802333333333333e-02
-1.403533333333333e-01	4.241333333333333e-02	8.770333333333331e-02
-1.400866666666667e-01	4.063333333333333e-02	8.783999999999999e-02
-1.385766666666667e-01	3.981000000000001e-02	8.858333333333333e-02
-1.397266666666667e-01	3.798000000000000e-02	8.844999999999999e-02
-1.382266666666666e-01	3.714000000000000e-02	8.922333333333334e-02
-1.393900000000000e-01	3.532333333333333e-02	8.892333333333334e-02
-1.378733333333333e-01	3.446333333333334e-02	8.964666666666667e-02
-1.390466666666667e-01	3.268333333333334e-02	8.922000000000001e-02
-1.375000000000000e-01	3.181333333333333e-02	8.986666666666666e-02
-1.387000000000000e-01	3.002000000000000e-02	8.947333333333334e-02
-1.372333333333333e-01	2.913000000000000e-02	9.031333333333334e-02
-1.384666666666667e-01	2.731000000000000e-02	9.000333333333332e-02
-1.370133333333333e-01	2.642666666666667e-02	9.088999999999998e-02
-1.367466666666667e-01	2.463666666666667e-02	9.098000000000001e-02
-1.379700000000000e-01	2.369666666666667e-02	9.027666666666667e-02
-1.362566666666667e-01	2.193666666666666e-02	9.092000000000000e-02
-1.375366666666667e-01	2.098333333333334e-02	9.035333333333333e-02
-1.358366666666667e-01	1.923000000000000e-02	9.103666666666665e-02
-1.371300000000000e-01	1.827000000000000e-02	9.048000000000000e-02
-1.353966666666666e-01	1.652666666666667e-02	9.106666666666667e-02
-1.366733333333333e-01	1.557000000000000e-02	9.044999999999999e-02
-1.349133333333333e-01	1.383000000000000e-02	9.091666666666666e-02
-1.362333333333333e-01	1.286000000000000e-02	9.039666666666667e-02
-1.344933333333333e-01	1.111333333333333e-02	9.088333333333333e-02
-1.358633333333333e-01	1.013000000000000e-02	9.048333333333335e-02
-1.356200000000000e-01	8.313333333333334e-03	9.057000000000000e-02
-1.339800000000000e-01	7.490000000000000e-03	9.100333333333332e-02
-1.351933333333333e-01	5.616666666666667e-03	9.063333333333334e-02
-1.335533333333333e-01	4.790000000000000e-03	9.105666666666667e-02
-1.347500000000000e-01	2.920000000000000e-03	9.062666666666667e-02
-1.332166666666667e-01	2.040000000000000e-03	9.114333333333334e-02
-1.344500000000000e-01	1.333333333333333e-04	9.063333333333333e-02
-1.329900000000000e-01	-7.933333333333334e-04	9.116000000000000e-02
-1.328433333333333e-01	-2.636666666666667e-03	9.090333333333334e-02
-1.342166666666667e-01	-3.576666666666667e-03	9.027666666666667e-02
-1.327100000000000e-01	-5.356666666666667e-03	9.033666666666666e-02
-1.341666666666667e-01	-6.253333333333333e-03	8.970333333333334e-02
-1.327500000000000e-01	-7.979999999999999e-03	8.973666666666667e-02
-1.342900000000000e-01	-8.833333333333334e-03	8.910000000000000e-02
-1.329166666666667e-01	-1.056666666666667e-02	8.922000000000001e-02
-1.344033333333333e-01	-1.140666666666667e-02	8.846333333333334e-02
-1.330400000000000e-01	-1.312666666666667e-02	8.859000000000000e-02
-1.345133333333333e-01	-1.395333333333333e-02	8.780666666666666e-02
-1.331500000000000e-01	-1.566000000000000e-02	8.794333333333333e-02
-1.346733333333333e-01	-1.650666666666667e-02	8.727666666666667e-02
-1.332966666666667e-01	-1.820000000000000e-02	8.733999999999999e-02
-1.348533333333334e-01	-1.906000000000000e-02	8.674666666666668e-02
-1.334666666666667e-01	-2.074666666666667e-02	8.675000000000001e-02
-1.350066666666667e-01	-2.160000000000000e-02	8.612333333333333e-02
-1.335966666666667e-01	-2.329666666666667e-02	8.610666666666666e-02
-1.350666666666667e-01	-2.412333333333333e-02	8.535999999999999e-02
-1.336533333333333e-01	-2.584000000000000e-02	8.539999999999999e-02
-1.351100000000000e-01	-2.664666666666667e-02	8.460000000000001e-02
-1.337100000000000e-01	-2.837333333333333e-02	8.467666666666666e-02
-1.351666666666667e-01	-2.917000000000000e-02	8.385666666666668e-02
-1.337933333333333e-01	-3.093000000000000e-02	8.402333333333334e-02
-1.352833333333333e-01	-3.175000000000000e-02	8.328333333333333e-02
-1.339300000000000e-01	-3.355333333333333e-02	8.351666666666667e-02
-1.353733333333333e-01	-3.435000000000000e-02	8.264333333333333e-02
-1.340000000000000e-01	-3.616000000000000e-02	8.283666666666667e-02
-1.354300000000000e-01	-3.694666666666667e-02	8.192000000000001e-02
-1.340900000000000e-01	-3.877000000000001e-02	8.202000000000000e-02
-1.355233333333334e-01	-3.956000000000000e-02	8.111333333333333e-02
-1.341866666666666e-01	-4.137333333333333e-02	8.104000000000000e-02
-1.356433333333333e-01	-4.218333333333333e-02	8.020333333333333e-02
-1.356866666666666e-01	-4.393000000000000e-02	7.966000000000001e-02
-1.342400000000000e-01	-4.484000000000000e-02	7.984000000000001e-02
-1.356400000000000e-01	-4.643333333333333e-02	7.879666666666667e-02
-1.342066666666667e-01	-4.734666666666667e-02	7.900000000000000e-02
-1.356600000000000e-01	-4.890666666666667e-02	7.798666666666666e-02
-1.342433333333334e-01	-4.981333333333334e-02	7.816666666666666e-02
-1.357466666666667e-01	-5.133000000000001e-02	7.712999999999999e-02
-1.343066666666667e-01	-5.219666666666667e-02	7.718000000000000e-02
-1.358500000000000e-01	-5.371333333333334e-02	7.623333333333333e-02
-1.344200000000000e-01	-5.453333333333333e-02	7.626666666666666e-02
-1.359800000000000e-01	-5.603000000000000e-02	7.532333333333334e-02
-1.345566666666667e-01	-5.686333333333333e-02	7.541666666666667e-02
